  Shrink.co.GWallFactSG Qmin       Shrink.co.EMet.factE  Cond.fact. Lengthcon. Ref.cond.  Oxy.deman  Oxygenref Met.factG  Metdecay WallFactTG TauFactG   SigmFactE  SigmFactG  WallFactSE WallFactTE RefSigma   RefTau     RefWallTh  WallFactME WallFactMG RandMet    RandHyd    CrossTS    CrossST    CrossAD    ActInf  Hdinp  Ninv      deltaP     Inflow       Conduct.      OxSupTot      tb        tc       tp       PathB      PathE    PathP   TissueFa  VesselFa   NetwFa    PathwE    VelErr     HctErr     DiaErr     VelR      DOxSatM   DOxPressM  DOxSat   DOxPress       EnCons    VolTot     OxDefic     OxEffic   RMSOxyHet   PCapRel     JVrel       AdAvgDia     AdAvgWall   ElongParaAvg  GrowthParaAvg  TauVarRMS   SigmaErr  WallLumen     TauErr    SigAVDiff    SigRsq    SigB     TauAVDiff    TauB      RMSTauP    RMSSigP   RMSAreaP    RMSD3P       Kte DelSeg AdRun DerrR AdRanR OptPar     SigMean  TauMean  AvgDia   AWallTh  AWallArCapFlRMS  CapFluxRMS CapPO2RMS ConsAdSens OxExtr. PathLqRMS  OxDemand  FlowDemR2 FlowDemB
   0.019882   0.674328   0.010000   3.058196   0.813091   1.588077   14292.00    6618.00  0.0000400  94.434  -0.327331   10000.00   0.114198   0.000000   0.000000   1.000000   0.674328   0.114198      34168   0.559846   0.803949   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.030000  1.0000  0.444  11       61.3870    409.4847    6.67055021    80.19933     3.511     3.016     3.906    7362.4    7741.1    7061.7  0.859115  0.798513  1.024255  1.050415  0.6167751  0.6010846  0.4410538  0.5905828   0.08059    25.603   0.03798    11.608     34.3831    45.61469   0.0162954   0.1346133   0.2210107   0.1411570  -0.06520   0.053083954   0.013136117   0.020680607   0.029507414     1.2530     0.22878   0.702430     0.77274   0.037001    0.70990    0.57034    0.40078    0.31204   0.291477   0.103002   0.167740   0.171089   1.000000   0   600     0   1   0.00000000    168689   50.006  14.6882  3.53188  3.53188   0.93615   0.95594   0.28338   1.00000   0.04114   0.40643   6.35068   0.00000   0.00000
 
  Name  oldDia   newDia   Pr_mean  Tau_real  Tau_fit    Vel       Flow    Visc      HD     P_O2      S_O2     S_tot   MetStim   Hydrod   CondSti MetLoc   MetConv   Typ   WallTh   Sigma    SO2in    SO2out     deltaP   ConsAdFact
  1624    3.860    6.142   25.166   67.873   -1.218   0.4424      0.7819 11.744   0.4122  82.5527   0.9111   0.0053   1.1399   0.0000   0.0614   0.9855     10.1     2    1.038    115586   0.9264   0.8959     4.08060   1.0000000
  1626    8.820    6.738   20.785   50.769   -1.160  -0.6761     -1.4842  6.407   0.4728  83.3117   0.9133  -0.2344   0.9693   0.0000   0.0611   0.4363     12.4     2    0.819    130491   0.9168   0.9098    -1.36820   1.0000000
  1627    5.040    5.764   21.451   23.054   -1.166   0.6781      1.0765  2.467   0.3013  78.1602   0.8969  -0.3217   1.3009   0.0000   0.0553   1.1304     20.6     2    0.886    108417   0.9196   0.8742     2.19310   1.0000000
  1628    7.670    6.784   25.143   32.543   -1.218   1.1041      2.4069  2.506   0.2873  81.0626   0.9066  -0.3544   1.0730   0.0000   0.0663   0.9730     26.2     2    0.998    131177   0.9244   0.8889     4.40351   1.0000000
  1634    5.810    6.802   20.699   18.508   -1.160   0.5635      1.2830  2.853   0.1459  64.1601   0.8280  -0.0146   1.7784   0.0000   0.0894   1.2095     76.3     2    1.346     85826   0.8804   0.7756     1.96076   1.0000000
  1635    9.840   14.396   21.160   16.677   -1.163   1.5804     15.4374  1.899   0.1984  67.8164   0.8504  -0.0227   1.6362   0.0000   0.2009   0.6577    653.1     3    1.193    184272   0.8656   0.8352     4.05142   1.0000000
  1639    5.200    8.623   19.107   45.302   -1.151   1.0713      3.7377  4.548   0.3682  77.6747   0.8952   0.0067   1.2959   0.0000   0.0989   0.9108     70.3     2    1.043    117589   0.9077   0.8827     6.78390   1.0000000
  1714    7.130    7.815   21.554   22.877   -1.167   0.6394      1.8414  3.496   0.2614  64.8008   0.8322  -0.0008   1.6475   0.0000   0.0882   1.3777     80.4     2    0.882    141671   0.8628   0.8016     3.23240   1.0000000
  1716    8.930    8.014   23.913   38.467   -1.196   0.8284      2.5090  4.653   0.3468  69.7215   0.8607  -0.0007   1.3236   0.0000   0.1365   1.1716     50.5     4    1.149    127132   0.8748   0.8466     4.41598   1.0000000
  1721    6.960   10.863   17.035   13.783   -1.147   0.6094      3.3909  3.072   0.2971  64.0154   0.8270  -0.0005   1.7077   0.0000   0.2155   1.5318    170.1     2    0.807    164208   0.8611   0.7929     3.26919   1.0000000
  1723    5.460    9.840   15.625   26.164   -1.146   0.8588      3.9223  3.749   0.3376  65.4881   0.8366  -0.0016   1.5758   0.0000   0.0841   0.6522    144.1     2    0.832    133667   0.8440   0.8291     1.95708   1.0000000
  1731    8.580   10.249   17.096   14.116   -1.147  -0.5125     -2.5415  3.532   0.4081  71.4388   0.8692  -0.0016   1.7541   0.0000   0.1748   1.4861    142.3     2    0.771    163088   0.9023   0.8361    -3.54655   1.0000000
  1735   11.110    8.910   20.753   19.989   -1.160   0.3211      1.2013  6.933   0.5054  65.7291   0.8381  -0.0004   1.7182   0.0000   0.0906   1.4735     62.1     2    0.902    150409   0.8583   0.8179     2.06465   1.0000000
  1738    8.980    8.500   19.209    2.201   -1.152   0.1075      0.3661  2.175   0.1302   0.0000   0.0788   0.0000   2.7952   0.0000   0.1357   1.1600    234.3     2    0.478    240542   0.1802   0.0000     0.09536   1.0000000
  1803    7.570    6.723   39.956   73.386   -1.602   1.6489      3.4024  3.681   0.1644  79.6070   0.9019  -0.0475   1.0511   0.0000   0.1070   1.0318     35.0     2    2.153    107633   0.9326   0.8712    14.29005   1.0000000
  1821    6.050    8.040   15.716    8.563   -1.146   0.3201      0.9752  2.689   0.1771  54.0235   0.7418  -0.0003   2.0851   0.0000   0.1205   1.8181    118.9     2    0.554    162519   0.8413   0.6424     1.37220   1.0000000
  1827    5.200    9.831   19.355   51.169   -1.152   0.3813      1.7608 16.604   0.7488  81.8201   0.9089  -0.0079   1.2964   0.0000   0.0615   0.2841     33.3     2    1.286    112722   0.9108   0.9071     0.95084   1.0000000
  1852    6.310    3.887   25.210   80.895   -1.219   2.0657      1.3785  1.842   0.0794  71.4181   0.8691   0.1202   1.1480   0.0000   0.0983   1.0376     18.1     2    1.172     69623   0.9139   0.8242     7.91495   1.0000000
  1880    7.670    8.221   20.933   34.375   -1.161   0.3780      1.1956  9.312   0.5383  78.2860   0.8974   0.0118   1.4969   0.0000   0.0642   1.2487     36.6     2    0.986    129572   0.9164   0.8783     3.86178   1.0000000
  1887    3.500   12.102   20.742   14.114   -1.160   0.2762      1.8946  7.708   0.6068  75.5409   0.8871   0.0092   1.6847   0.0000   0.2373   1.0865     90.3     4    0.933    192327   0.9020   0.8721     1.50725   1.0000000
  1899    6.840    5.060   35.010  159.186   -1.475   6.2092      7.5015  1.623   0.3031  92.1940   0.9346  -0.6105   0.1137   0.0000   0.0400   0.1120      2.2     2    2.998     62752   0.9378   0.9313    17.35867   1.0000000
  2001   58.840   60.880   13.917   13.465   -1.146   4.1422    721.8765  2.471   0.4459  69.4899   0.8595   0.0002   2.0311   0.0000   0.0669   0.0025  76833.9     3    2.027    287293   0.8595   0.8594     0.23374   1.0000000
  2002   55.200   60.714   14.058   13.466   -1.146   4.1323    716.2301  2.470   0.4458  69.6089   0.8601   0.0002   2.0291   0.0000   0.0682   0.0005  75876.5     3    2.031    288980   0.8601   0.8601     0.04904   1.0000000
  2003   59.190   63.164   14.223   12.015   -1.146   3.8016    713.1470  2.493   0.4467  69.6435   0.8603   0.0002   2.0298   0.0000   0.1045   0.0035  75664.2     3    2.029    303982   0.8603   0.8602     0.28046   1.0000000
  2004   55.070   61.960   14.569   12.545   -1.146   3.8845    701.1726  2.498   0.4492  69.7822   0.8610   0.0002   2.0304   0.0000   0.0909   0.0031  74501.0     3    2.058    301441   0.8610   0.8609     0.26117   1.0000000
  2005   55.870   62.830   14.770   12.021   -1.146   3.7558    697.0823  2.511   0.4503  69.8845   0.8615   0.0003   2.0286   0.0000   0.1060   0.0018  73749.2     3    2.068    308308   0.8615   0.8615     0.14105   1.0000000
  2006   54.550   60.460   14.860   12.832   -1.146   3.7288    640.8793  2.598   0.4693  69.8589   0.8614   0.0008   2.0375   0.0000   0.0798   0.0005  69224.0     3    2.065    299249   0.8614   0.8614     0.03909   1.0000000
  2007   47.040   49.271   15.119   10.703   -1.146   2.7414    312.8363  2.402   0.4461  69.8215   0.8612  -0.0004   2.0249   0.0000   0.1375   0.0118  32814.2     3    1.745    293991   0.8614   0.8610     0.48050   1.0000000
  2008   47.540   50.323   15.470   10.025   -1.146   2.5957    309.3599  2.428   0.4498  69.9116   0.8616  -0.0013   2.0258   0.0000   0.1577   0.0059  32518.5     3    1.759    305013   0.8617   0.8615     0.22019   1.0000000
  2009   46.930   48.386   15.622   10.947   -1.146   2.7022    297.5190  2.448   0.4557  69.7893   0.8610  -0.0011   2.0386   0.0000   0.1218   0.0020  32218.4     3    1.775    293779   0.8611   0.8610     0.08338   1.0000000
  2010   42.780   39.960   15.706   11.443   -1.146   2.1633    162.4837  2.640   0.4953  70.2641   0.8634   0.0030   2.0718   0.0000   0.0855   0.0027  19007.4     3    1.624    267560   0.8635   0.8634     0.08446   1.0000000
  2011   40.860   41.247   15.932   10.295   -1.146   1.9763    158.0037  2.682   0.5025  70.3164   0.8637   0.0029   2.0785   0.0000   0.1152   0.0138  18773.0     3    1.613    281495   0.8639   0.8634     0.36810   1.0000000
  2012   40.430   42.904   16.290    8.988   -1.146   1.7897    154.8088  2.690   0.5034  70.3340   0.8638   0.0029   2.0817   0.0000   0.1572   0.0158  18531.8     3    1.607    299885   0.8641   0.8635     0.34756   1.0000000
  2013   41.070   41.988   16.525    9.366   -1.147   1.8251    151.2126  2.690   0.5038  70.1675   0.8629   0.0028   2.0891   0.0000   0.1395   0.0054  18416.6     3    1.623    295193   0.8630   0.8628     0.12332   1.0000000
  2014   47.290   40.620   16.676    9.860   -1.147   1.8691    144.9182  2.675   0.5013  69.9839   0.8620   0.0028   2.0985   0.0000   0.1173   0.0074  18038.0     3    1.640    285683   0.8621   0.8619     0.17901   1.0000000
  2015   38.810   34.766   16.954    8.894   -1.147   1.4637     83.1625  2.638   0.4897  69.7164   0.8606   0.0025   2.1085   0.0000   0.1392   0.0254  10593.6     3    1.458    280060   0.8611   0.8601     0.37725   1.0000000
  2016   28.370   29.167   17.308    8.680   -1.147   1.0442     41.7851  3.028   0.5301  68.9168   0.8564   0.0031   2.0994   0.0000   0.1486   0.0397   5213.1     3    1.307    268516   0.8571   0.8558     0.32904   1.0000000
  2017   25.220   28.514   17.666    7.517   -1.148   0.8850     33.8321  3.024   0.5269  67.8690   0.8507   0.0031   2.1513   0.0000   0.1614   0.0615   4761.0     3    1.251    279577   0.8518   0.8496     0.38867   1.0000000
  2018   22.320   26.424   17.892    7.431   -1.148   0.7892     25.9174  3.107   0.5259  67.0250   0.8459   0.0023   2.2080   0.0000   0.1271   0.0113   4159.7     3    1.198    274402   0.8461   0.8456     0.06216   1.0000000
  2019   23.340   25.478   18.167    7.502   -1.149   0.7533     23.0174  3.170   0.5270  67.8013   0.8503   0.0023   2.1762   0.0000   0.1437   0.0965   3432.3     3    1.192    270747   0.8521   0.8485     0.48807   1.0000000
  2020   22.380   21.705   18.484    9.511   -1.149   0.7514     16.6793  3.434   0.5215  68.0720   0.8518   0.0023   2.0798   0.0000   0.1255   0.0320   1989.1     3    1.175    239831   0.8523   0.8513     0.14518   1.0000000
  2021   21.130   19.859   18.679    8.870   -1.150   0.6532     12.1390  3.371   0.4926  65.9955   0.8397   0.0018   2.1536   0.0000   0.0986   0.0683   1718.3     3    1.099    237331   0.8409   0.8385     0.24662   1.0000000
  2022   12.250   18.041   19.058    8.331   -1.151   0.5125      7.8594  3.666   0.4990  67.2251   0.8470  -0.0009   2.1540   0.0000   0.1135   0.1957   1114.1     3    1.014    238667   0.8508   0.8433     0.51008   1.0000000
  2023   13.760   16.600   19.485   10.336   -1.153   0.4000      5.1925  5.362   0.6017  68.9762   0.8567   0.0007   2.0537   0.0000   0.1076   0.1675    583.5     3    1.043    219667   0.8591   0.8544     0.34381   1.0000000
  2024   13.190   16.127   19.869   12.427   -1.155   0.3829      4.6885  6.539   0.6501  71.7171   0.8705   0.0031   1.9880   0.0000   0.0918   0.1855    452.4     3    1.090    208992   0.8729   0.8681     0.42570   1.0000000
  2025    9.090   11.898   20.486    6.207   -1.158   0.1487      0.9891  6.201   0.5500  66.4936   0.8427   0.0018   2.3333   0.0000   0.0897   0.5668    214.3     3    0.770    224170   0.8686   0.8168     0.55141   1.0000000
  2026    7.670   12.365   19.566    6.781   -1.153   0.3708      2.6653  2.823   0.2989  68.0957   0.8520   0.0025   2.2309   0.0000   0.1254   0.2108    452.6     3    0.779    219669   0.8673   0.8366     0.50533   1.0000000
  2027   15.460   14.206   18.873   10.846   -1.151   0.4501      4.2798  4.278   0.4808  65.6663   0.8377   0.0057   2.0823   0.0000   0.0729   0.0743    514.3     3    0.950    200542   0.8389   0.8365     0.14045   1.0000000
  2028    8.240   11.691   19.883   17.009   -1.155   0.4305      2.7564  5.758   0.5178  71.6451   0.8702   0.0100   1.8196   0.0000   0.0926   0.8139    179.8     3    0.966    172778   0.8822   0.8581     1.88013   1.0000000
  2029    6.060   10.942   19.236    8.678   -1.152   0.2711      1.5213  4.366   0.4138  61.7165   0.8108   0.0092   2.1805   0.0000   0.0774   0.6790    230.5     3    0.748    199395   0.8263   0.7952     0.58560   1.0000000
  2030    6.560   13.145   19.208   23.192   -1.152   0.5608      4.5371  6.773   0.5990  75.3722   0.8864   0.0108   1.6585   0.0000   0.0991   0.3614    202.6     3    1.095    165569   0.8900   0.8828     1.30340   1.0000000
  2031   11.350   17.943   18.686    7.829   -1.150   0.4118      6.2246  4.257   0.5500  69.9586   0.8619   0.0027   2.1873   0.0000   0.1147   0.1094    953.5     3    0.981    239456   0.8662   0.8576     0.48281   1.0000000
  2032   14.020    7.599   18.522    1.065   -1.150   0.0439      0.1195  2.304   0.0853   0.0000   0.1278   0.0060   3.1954   0.0000   0.1362   3.0398    202.9     2    0.378    260373   0.8593   0.0000     0.15484   1.0000000
  2033    9.530   17.405   18.639    3.675   -1.150   0.2110      3.0019  3.782   0.5000  70.0965   0.8626   0.0027   2.1995   0.0000   0.3521   0.0734    473.8     3    0.791    284899   0.8658   0.8593     0.07788   1.0000000
  2035    5.640   15.547   18.261    5.710   -1.149   0.2535      2.8805  4.372   0.5172  66.5131   0.8428   0.0017   2.2780   0.0000   0.1544   0.6497    545.3     2    0.807    246300   0.8593   0.8264     0.67687   1.0000000
  2036   10.340   15.787   17.952   15.636   -1.148   0.6785      7.9340  4.538   0.5302  72.0952   0.8723   0.0087   1.8202   0.0000   0.1242   0.0503    517.1     3    1.057    190021   0.8729   0.8717     0.18259   1.0000000
  2037    8.480   13.558   18.207   15.056   -1.149   0.5760      4.9663  4.420   0.4771  69.4055   0.8590   0.0089   1.9000   0.0000   0.0815   0.1226    390.3     3    0.960    182829   0.8607   0.8574     0.32799   1.0000000
  2038    9.270   14.342   17.779   23.838   -1.148   0.8232      7.9512  5.182   0.5438  76.0706   0.8892   0.0078   1.6168   0.0000   0.1145   0.1157    321.5     3    1.109    164688   0.8903   0.8880     0.61307   1.0000000
  2039   10.710   11.686   18.241   24.611   -1.149   0.7881      5.0487  4.551   0.4414  73.9620   0.8806   0.0088   1.6607   0.0000   0.0722   0.0762    226.5     3    1.024    150331   0.8815   0.8797     0.31101   1.0000000
  2040    9.680   10.476   18.820   24.138   -1.150   0.6100      3.1546  5.181   0.4506  73.8790   0.8802   0.0039   1.6891   0.0000   0.0542   0.2736    151.5     3    0.979    146728   0.8837   0.8768     0.84840   1.0000000
  2041   33.830   27.271   17.263    8.907   -1.147   1.1842     41.3649  2.560   0.4490  71.1952   0.8680   0.0024   2.1056   0.0000   0.1348   0.0242   5235.1     3    1.280    255858   0.8685   0.8675     0.24091   1.0000000
  2042   32.290   26.241   17.510    8.935   -1.147   1.1883     38.4194  2.462   0.4249  70.2197   0.8632   0.0030   2.1286   0.0000   0.1191   0.0260   5128.7     3    1.260    253741   0.8638   0.8626     0.25120   1.0000000
  2043   27.850   21.731   17.668    9.775   -1.148   1.1116     24.6446  2.384   0.3714  70.4496   0.8644   0.0030   2.1280   0.0000   0.0862   0.0040   3285.5     3    1.160    231508   0.8646   0.8641     0.06640   1.0000000
  2046   22.840   20.543   17.721    9.608   -1.148   0.6956     13.7851  3.541   0.5205  70.3866   0.8640   0.0028   2.1183   0.0000   0.0957   0.0365   1797.6     3    1.108    230013   0.8647   0.8634     0.17251   1.0000000
  2047   21.740   19.793   17.901   10.019   -1.148   0.6959     12.8011  3.556   0.5125  70.4221   0.8642   0.0028   2.1276   0.0000   0.0757   0.0386   1705.8     3    1.103    225356   0.8650   0.8635     0.18672   1.0000000
  2048   18.180   19.216   18.131    9.502   -1.149   0.6494     11.2646  3.509   0.5000  70.3794   0.8640   0.0025   2.1552   0.0000   0.0742   0.0316   1600.6     3    1.069    228616   0.8653   0.8627     0.27346   1.0000000
  2052    6.670    9.168   20.251   41.136   -1.157   0.7994      3.1589  5.890   0.4578  80.3941   0.9045   0.0083   1.2909   0.0000   0.1373   1.1283     58.7     2    1.075    128405   0.9214   0.8875     8.27003   1.0000000
  2053   37.730   36.327   15.958   10.572   -1.146   2.1730    134.8662  2.207   0.4079  69.2413   0.8582  -0.0053   1.9909   0.0000   0.1515   0.0272  13074.4     3    1.484    270528   0.8587   0.8577     0.58987   1.0000000
  2054   18.740   13.551   16.894   23.550   -1.147   1.2352     10.6419  3.223   0.3661  74.6439   0.8834   0.0082   1.5785   0.0000   0.1416   0.1939    392.9     3    1.083    151540   0.8860   0.8809     1.28256   1.0000000
  2055   16.140   12.394   18.334   21.471   -1.149   0.9078      6.5615  3.662   0.3871  73.4753   0.8785   0.0085   1.6620   0.0000   0.1177   0.3436    295.2     3    1.047    156682   0.8833   0.8736     1.59556   1.0000000
  2056   11.350   11.326   19.244   17.268   -1.152   0.5663      3.4032  4.304   0.4151  70.4056   0.8641   0.0098   1.8220   0.0000   0.0838   0.0992    223.2     3    0.930    168173   0.8655   0.8627     0.22529   1.0000000
  2057   17.730    9.475   20.739   17.758   -1.160   0.4659      1.9656  4.509   0.3791  70.8476   0.8663   0.0097   1.7771   0.0000   0.1021   1.2268    116.3     4    0.922    155434   0.8927   0.8400     2.76395   1.0000000
  2058   12.030   12.049   22.266   23.731   -1.174   0.8092      5.5084  4.406   0.4411  77.2073   0.8935   0.0091   1.4489   0.0000   0.2273   0.0842    149.6     4    1.194    163890   0.8943   0.8927     0.29091   1.0000000
  2059   36.870   35.568   16.334   10.467   -1.146   2.0883    124.2568  2.226   0.4115  69.0423   0.8571  -0.0088   2.0084   0.0000   0.1410   0.0079  12544.4     3    1.481    271857   0.8573   0.8570     0.16265   1.0000000
  2061    6.300    7.808   19.772   47.337   -1.154   0.8208      2.3476  5.616   0.4492  80.2616   0.9041   0.0081   1.2462   0.0000   0.1140   1.0302     39.2     2    1.006    115029   0.9180   0.8901     6.71153   1.0000000
  2062   36.380   34.591   16.535   11.205   -1.147   2.1660    121.9056  2.235   0.4108  68.9780   0.8568  -0.0090   2.0123   0.0000   0.1168   0.0107  12419.5     3    1.499    264861   0.8570   0.8566     0.23875   1.0000000
  2063   40.410   34.132   16.827   10.645   -1.147   1.9685    108.0549  2.307   0.4267  68.4665   0.8540  -0.0029   2.0377   0.0000   0.1227   0.0176  11678.6     3    1.515    263774   0.8543   0.8537     0.34451   1.0000000
  2064   38.980   35.841   17.296    8.258   -1.147   1.5851     95.8226  2.332   0.4323  67.9539   0.8512  -0.0000   2.0705   0.0000   0.1859   0.0441  11176.7     3    1.475    291190   0.8520   0.8503     0.59425   1.0000000
  2065   41.430   34.654   17.631    8.824   -1.148   1.6394     92.6212  2.330   0.4273  67.6863   0.8497  -0.0003   2.0777   0.0000   0.1601   0.0053  10984.8     3    1.495    283649   0.8498   0.8496     0.07510   1.0000000
  2066   28.580   27.962   17.685    8.462   -1.148   1.0074     37.1184  2.936   0.5104  67.2577   0.8472   0.0012   2.1898   0.0000   0.0980   0.0041   5710.7     3    1.290    267214   0.8473   0.8471     0.03342   1.0000000
  2067   10.660   12.382   17.938   19.801   -1.148   0.8723      6.2620  3.502   0.3359  69.4553   0.8593   0.0101   1.7839   0.0000   0.0656   0.1194    375.0     3    0.983    161635   0.8611   0.8574     0.47273   1.0000000
  2068    5.640   10.300   18.556   21.296   -1.150   0.8013      3.9878  3.414   0.2881  69.4367   0.8592   0.0081   1.7534   0.0000   0.0544   0.2385    222.6     3    0.909    151852   0.8634   0.8549     0.76301   1.0000000
  2069   10.240    9.747   18.588   24.255   -1.150   0.5112      2.2727  5.760   0.4198  72.3095   0.8733   0.0116   1.6927   0.0000   0.0525   0.3555    110.2     3    0.919    142977   0.8779   0.8686     0.82729   1.0000000
  2070   32.770   27.192   17.758    8.341   -1.148   0.8833     30.7572  3.209   0.5459  67.1020   0.8463   0.0007   2.2374   0.0000   0.0721   0.0150   5284.4     3    1.283    262423   0.8466   0.8460     0.11297   1.0000000
  2071   39.860   28.244   18.036    6.786   -1.148   0.7659     28.7757  3.127   0.5414  66.9145   0.8452   0.0007   2.2494   0.0000   0.1320   0.0777   5083.6     3    1.273    278597   0.8468   0.8436     0.44245   1.0000000
  2072   32.810   27.724   18.296    6.512   -1.149   0.7183     26.0044  3.141   0.5406  66.2613   0.8413   0.0007   2.2787   0.0000   0.1258   0.0152   4915.6     3    1.228    287414   0.8416   0.8410     0.07783   1.0000000
  2073   31.080   27.292   18.484    5.528   -1.149   0.6053     21.2249  3.114   0.5339  65.0413   0.8337   0.0012   2.3358   0.0000   0.1425   0.0766   4579.5     3    1.173    298670   0.8355   0.8320     0.29844   1.0000000
  2074   16.820   12.000   19.034   17.368   -1.151   0.5282      3.5756  4.926   0.4766  72.7675   0.8753   0.0097   1.7530   0.0000   0.1287   0.3356    199.4     3    0.989    166305   0.8797   0.8710     0.80010   1.0000000
  2075   29.620   26.278   18.652    5.363   -1.150   0.5412     17.5999  3.253   0.5455  64.3738   0.8294  -0.0005   2.3857   0.0000   0.1189   0.0109   4262.5     3    1.146    297344   0.8297   0.8291     0.03755   1.0000000
  2076   28.750   25.321   18.746    5.144   -1.150   0.5160     15.5835  3.155   0.5256  62.7765   0.8185   0.0002   2.4284   0.0000   0.1049   0.0475   4166.5     3    1.103    299126   0.8197   0.8173     0.14963   1.0000000
  2077   21.880   22.694   18.876    3.395   -1.151   0.3141      7.6241  3.066   0.4879  57.1020   0.7724  -0.0005   2.6238   0.0000   0.1137   0.0783   3203.0     3    0.923    321763   0.7750   0.7697     0.11017   1.0000000
  2078    5.300   12.401   19.412    5.405   -1.153   0.1797      1.3014  4.661   0.4686  59.1097   0.7901   0.0015   2.2689   0.0000   0.1745   1.6445    242.2     4    0.728    233352   0.8384   0.7418     0.96317   1.0000000
  2079   23.700   21.514   18.957    3.443   -1.151   0.2900      6.3288  3.193   0.4918  58.2768   0.7829  -0.0005   2.6393   0.0000   0.0986   0.0402   2756.2     3    0.903    313686   0.7843   0.7815     0.05300   1.0000000
  2080   12.940   13.315   19.439   10.966   -1.153   0.3159      2.6365  5.775   0.5563  64.2131   0.8283   0.0017   2.0141   0.0000   0.1075   0.7197    270.7     4    0.920    200291   0.8384   0.8183     0.91017   1.0000000
  2081   12.740   16.219   19.941    6.897   -1.155   0.3177      3.9344  4.398   0.5273  66.0096   0.8398   0.0018   1.8940   0.0000   0.3387   0.1327    305.1     4    0.931    244655   0.8412   0.8384     0.09396   1.0000000
  2082   11.650   11.473   20.143   10.768   -1.156   0.3293      2.0433  4.690   0.4537  61.2961   0.8076  -0.0002   1.8452   0.0000   0.2157   0.4438    141.7     4    0.867    191064   0.8124   0.8028     0.31087   1.0000000
  2083   11.190    8.550   22.403   34.097   -1.176   0.4298      1.4817  8.482   0.5500  68.8781   0.8562  -0.0006   1.5173   0.0000   0.0515   1.5173     47.6     4    1.101    130988   0.8735   0.8390     4.20836   1.0000000
  2085   20.930   19.187   18.992    2.702   -1.151   0.2135      3.7051  3.035   0.4459  55.3077   0.7551  -0.0003   2.8115   0.0000   0.0682   0.0178   2403.4     3    0.799    316770   0.7560   0.7542     0.01555   1.0000000
  2086   10.400   12.193   19.080    1.338   -1.151   0.1202      0.8418  1.697   0.1119   0.0000   0.0000   0.0000   3.0741   0.0000   0.1333   1.2024   1009.3     3    0.525    307984   0.0000   0.0000     0.16166   1.0000000
  2087   15.980   17.282   19.085    4.025   -1.151   0.2022      2.8437  4.298   0.5448  61.3917   0.8083   0.0007   2.5815   0.0000   0.0809   0.1964   1085.8     3    0.826    278582   0.8146   0.8020     0.17157   1.0000000
  2088    8.330    8.654   19.198    0.425   -1.152   0.0310      0.1095  1.481   0.0292   0.0000   0.0000  -0.0005   3.6848   0.0000   0.1445   1.7790    578.4     3    0.352    327222   0.0000   0.0000     0.05420   1.0000000
  2089   10.840   12.929   19.446   12.869   -1.153   0.3471      2.7322  5.990   0.5654  63.1507   0.8211   0.0007   1.9641   0.0000   0.0861   0.4273    249.7     3    0.945    190218   0.8259   0.8163     0.54976   1.0000000
  2090    6.390   10.440   20.256   20.253   -1.157   0.2983      1.5311  8.858   0.6126  65.8648   0.8389   0.0004   1.7379   0.0000   0.0776   0.8749     82.8     2    0.955    161087   0.8467   0.8311     1.07143   1.0000000
  2091   18.190   17.484   18.940   11.300   -1.151   0.5521      7.9538  4.473   0.5618  70.0432   0.8623  -0.0015   2.0357   0.0000   0.0900   0.0739    856.7     3    1.096    214032   0.8634   0.8612     0.23796   1.0000000
  2092   18.610   16.302   19.240   10.710   -1.152   0.5027      6.2899  4.339   0.5312  68.2917   0.8530   0.0101   2.0905   0.0000   0.0803   0.1339    769.7     3    1.052    211407   0.8552   0.8508     0.36291   1.0000000
  2093   16.390   14.990   19.574    8.288   -1.153   0.3620      3.8268  4.286   0.5020  64.4785   0.8301   0.0143   2.2219   0.0000   0.0811   0.1951    635.7     3    0.941    220572   0.8339   0.8263     0.30553   1.0000000
  2094   10.890   13.433   19.813   10.442   -1.154   0.3770      3.1827  4.633   0.4976  68.5958   0.8547   0.0148   2.1220   0.0000   0.0661   0.0995    419.6     3    0.916    205555   0.8566   0.8528     0.17231   1.0000000
  2095   18.050   12.944   18.976   22.523   -1.151   0.6022      4.7578  6.054   0.5707  75.1256   0.8854   0.0010   1.6623   0.0000   0.1001   0.3484    214.3     3    1.124    158368   0.8890   0.8818     1.28086   1.0000000
  2096   11.830    9.785   20.015   30.309   -1.155   0.5017      2.2687  7.397   0.5392  77.0394   0.8929  -0.0007   1.5367   0.0000   0.0742   0.2893     76.1     3    1.034    139824   0.8957   0.8900     0.79754   1.0000000
  2097   35.300   27.548   18.132    9.897   -1.149   1.5560     55.5122  2.188   0.3718  68.4393   0.8538  -0.0012   1.9710   0.0000   0.1853   0.0887   5138.0     3    1.372    254176   0.8555   0.8522     0.92709   1.0000000
  2098   35.370   25.657   18.636    9.353   -1.150   1.1682     36.1307  2.564   0.4430  69.1092   0.8575   0.0023   2.0503   0.0000   0.1549   0.0100   4021.7     3    1.321    252954   0.8576   0.8573     0.08063   1.0000000
  2099   17.650   14.037   19.170   18.827   -1.152   0.8514      7.9134  3.882   0.4500  72.8080   0.8755   0.0002   1.7336   0.0000   0.1137   0.2169    421.2     3    1.122    172792   0.8783   0.8728     0.98718   1.0000000
